Meter Sequential - Variable Length - CSV kWh - Electricity
Report Date,08/06/23 00:00:00
Report Run Date,08/06/23 09:05:45
Company Name,GS - Opco Angel 1 Limited
Reporting Set,HH 1200010232050 - K19TB01223
Meters in Reporting Set,1

Company Name,Site Name,Online Meter Name,MPAN,Meter ID,Type,Est,Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,00:00
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,31/10/22,44.461,40.967,39.802,43.315,40.397,42.074,42.733,42.272,42.355,44.525,57.970,58.000,56.590,60.560,59.365,56.685,64.480,67.955,65.635,63.925,44.656,44.621,43.655,42.931,40.659,42.048,40.941,39.315,35.124,34.989,35.540,38.778,38.611,42.144,43.757,47.584,44.173,51.235,52.000,48.637,57.355,60.200,59.775,55.525,55.000,49.246,44.928,42.592
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,01/11/22,44.186,43.501,45.101,42.573,41.863,41.504,42.272,39.437,40.954,43.008,52.840,50.490,53.045,59.035,56.575,62.215,62.190,66.730,62.115,56.970,55.745,70.370,68.450,67.140,60.125,67.065,67.905,69.145,70.480,80.505,63.875,65.655,59.110,51.945,53.290,55.245,52.645,56.300,54.625,76.685,82.810,68.345,68.580,70.330,69.565,71.140,71.920,68.770
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,02/11/22,64.910,70.265,66.335,65.645,56.105,59.415,57.875,55.995,53.570,52.995,63.275,66.445,62.615,67.205,69.645,77.885,79.695,86.890,83.450,78.505,52.880,52.275,47.541,55.145,47.089,44.442,45.645,49.805,44.915,48.967,49.818,49.088,49.927,52.330,54.145,55.210,47.358,51.245,50.565,54.175,53.790,57.130,61.980,67.420,62.940,59.665,68.935,67.160
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,03/11/22,64.325,59.600,58.220,56.320,58.200,59.380,55.105,55.170,48.973,51.345,63.200,74.395,67.865,77.050,78.305,99.185,101.600,106.560,109.090,114.975,86.150,91.505,80.470,82.990,78.640,74.810,74.610,78.030,70.580,53.800,57.330,57.195,58.190,78.150,64.165,65.550,60.385,63.775,60.380,61.975,58.255,63.820,60.600,68.635,69.350,72.725,70.845,74.055
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,04/11/22,73.145,74.830,71.420,63.360,51.420,54.700,55.650,53.690,48.214,47.597,62.995,91.315,86.410,91.510,100.515,97.480,80.325,87.740,107.195,103.405,81.395,77.545,57.200,56.490,50.120,48.239,49.984,52.390,48.673,63.260,54.780,53.240,47.965,54.245,62.715,68.275,54.725,63.505,71.720,75.615,81.430,82.285,78.570,82.395,79.300,79.840,79.080,76.070
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,05/11/22,79.595,80.635,70.740,75.930,73.090,66.920,63.370,62.810,62.810,59.960,74.380,73.430,68.555,76.725,69.380,75.410,83.990,89.310,83.695,85.370,58.550,52.595,44.810,50.110,44.745,44.986,42.567,44.474,45.754,46.534,60.350,55.525,46.289,51.110,54.455,56.790,51.685,56.785,54.810,56.450,57.760,63.095,63.140,66.340,64.710,69.535,67.010,64.735
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,06/11/22,61.765,68.020,62.900,64.425,60.200,60.750,55.805,54.595,50.785,51.500,64.150,72.185,66.480,66.980,67.590,72.720,79.470,83.865,84.080,82.365,55.380,57.735,52.895,54.025,46.356,46.195,47.290,47.655,47.456,48.109,47.098,51.680,51.055,54.845,53.840,58.240,52.080,51.785,55.625,58.280,62.155,71.820,75.055,76.305,67.100,70.070,66.900,63.180
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,07/11/22,62.480,65.125,65.470,60.320,58.575,60.930,57.430,58.895,59.070,67.485,77.880,72.440,67.445,76.170,88.590,81.325,79.535,100.220,86.125,87.720,53.830,69.070,47.644,46.567,38.976,40.032,41.472,42.612,40.685,46.976,50.385,51.985,45.067,49.837,60.925,56.565,53.830,57.930,60.520,62.925,62.420,74.295,78.840,84.555,90.125,91.760,83.085,74.665
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,08/11/22,79.105,77.795,73.255,68.150,62.960,65.115,62.765,67.225,61.825,62.785,69.170,71.860,71.150,75.725,78.720,86.250,84.800,80.515,74.265,72.410,58.780,54.755,54.995,52.055,44.010,41.901,42.983,43.341,44.026,57.865,51.515,49.788,52.000,54.035,58.790,62.705,52.555,67.760,81.675,71.610,60.070,67.760,69.725,75.990,74.345,72.940,72.060,75.110
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,09/11/22,76.235,72.900,73.225,70.580,66.790,67.340,66.915,62.965,52.880,56.345,68.245,78.560,73.000,73.010,103.680,104.775,88.135,85.405,78.575,75.200,46.312,41.306,42.259,44.832,42.151,44.026,43.392,47.220,39.527,39.680,43.667,37.600,42.899,51.095,58.035,59.225,53.075,56.800,69.245,89.965,77.425,69.900,69.325,76.050,75.265,69.980,74.170,71.705
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,10/11/22,67.225,65.655,57.895,59.675,49.001,49.037,51.520,51.065,46.164,47.348,58.965,90.600,83.625,71.900,73.245,74.550,81.135,77.160,85.235,77.315,60.245,57.605,54.700,55.985,51.590,51.735,47.268,48.864,52.345,64.490,59.720,57.220,54.670,59.775,61.700,64.790,57.020,58.585,54.980,62.575,62.875,65.060,68.935,71.080,68.230,75.415,69.100,64.750
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,11/11/22,63.245,60.835,51.580,51.515,50.165,47.464,50.790,50.885,48.956,47.226,55.100,60.310,60.260,68.205,76.620,70.645,74.280,81.540,81.005,76.300,56.095,50.775,50.870,54.785,45.501,45.255,45.555,45.229,41.203,40.692,46.970,59.120,55.055,53.040,67.130,66.620,48.718,52.330,53.350,59.125,61.470,64.115,61.175,65.680,62.825,62.725,59.275,64.720
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,12/11/22,60.870,61.055,59.180,61.645,54.450,54.920,53.560,52.960,52.665,49.797,57.060,65.945,65.240,67.540,69.250,75.365,68.895,74.790,75.060,75.130,54.565,55.855,55.925,56.940,45.775,42.042,40.397,40.640,44.250,57.455,56.540,49.007,46.029,56.585,54.190,55.270,49.533,57.090,61.595,63.865,63.370,65.440,65.405,70.465,85.075,88.545,95.645,97.040
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,13/11/22,97.735,75.985,67.160,70.855,65.350,68.195,64.425,63.905,62.835,63.835,72.725,74.105,72.270,77.950,80.295,86.980,94.420,95.215,92.660,92.665,60.025,61.855,55.980,55.800,46.622,44.116,43.373,42.407,40.224,48.973,49.607,50.335,49.723,51.985,55.255,55.445,49.629,55.890,56.870,60.365,63.515,81.190,77.010,75.890,76.860,81.555,74.545,70.040
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,14/11/22,70.720,68.190,62.035,69.125,61.785,60.735,66.080,67.945,61.400,55.015,67.065,72.315,62.615,69.405,75.045,73.605,76.235,92.875,103.650,101.005,73.070,81.925,81.885,80.530,72.380,70.640,76.645,71.070,70.725,79.750,92.340,83.095,76.755,82.530,86.190,89.235,76.940,84.050,87.295,96.540,91.410,86.950,93.760,98.360,98.645,96.015,90.580,93.765
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,15/11/22,97.665,91.545,90.405,83.980,83.945,82.445,77.370,78.815,81.330,83.250,101.820,108.045,98.105,99.410,107.170,107.525,103.155,107.995,104.330,105.705,76.890,79.920,78.425,82.710,75.530,72.375,74.195,74.750,75.980,73.820,69.720,72.065,74.655,82.285,86.395,82.445,73.010,82.340,88.305,91.170,92.045,96.215,95.480,101.410,106.265,106.825,99.080,104.745
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,16/11/22,99.645,100.835,100.970,92.200,87.565,87.120,73.430,75.515,74.045,79.670,94.515,92.330,89.945,91.520,104.840,114.150,115.150,117.285,112.390,108.725,84.545,81.675,81.720,84.925,75.680,75.315,75.895,76.840,71.915,57.975,51.475,54.330,51.375,56.710,58.240,60.355,56.465,57.375,56.670,54.340,58.765,55.055,59.190,63.520,68.500,72.495,72.385,74.085
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,17/11/22,72.865,73.990,71.955,66.515,60.160,57.870,59.165,65.090,60.580,59.120,63.155,78.330,76.370,79.940,92.995,96.995,93.680,102.130,95.455,88.645,57.255,51.700,51.660,57.465,52.400,50.275,57.175,55.100,50.775,49.300,52.355,57.555,54.685,56.950,60.925,63.015,58.040,63.435,64.365,71.285,73.395,70.020,70.305,75.115,74.365,74.755,71.425,76.425
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,18/11/22,72.925,68.085,69.945,68.910,69.610,69.220,65.545,65.395,58.705,63.460,66.910,80.035,79.745,81.335,86.390,97.580,100.350,97.165,92.050,90.050,55.170,47.700,47.847,48.320,45.459,41.671,47.277,53.340,50.310,61.755,54.715,56.465,47.812,53.465,55.730,58.335,56.290,57.945,57.465,65.550,65.840,66.330,68.910,68.620,69.505,68.095,73.075,74.785
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,19/11/22,79.055,69.530,65.835,57.685,55.925,57.565,53.955,55.255,55.430,56.850,63.285,74.560,68.690,72.755,77.130,78.520,76.255,81.310,89.005,80.600,59.170,57.380,54.900,60.115,50.785,56.200,58.440,52.725,46.552,49.063,47.405,48.595,52.600,56.965,65.090,65.495,56.500,64.955,65.620,67.590,65.630,68.315,69.190,74.670,65.970,67.060,67.975,69.300
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,20/11/22,61.150,62.410,62.110,65.810,59.250,62.565,64.790,62.745,56.640,56.775,65.290,76.905,76.140,78.130,78.945,88.120,93.280,89.815,93.060,88.360,64.750,61.570,57.165,51.400,49.033,50.500,51.520,53.470,48.388,47.725,46.029,48.384,52.050,53.370,52.275,52.055,46.884,51.730,51.915,51.195,51.310,58.690,62.255,64.965,65.505,61.305,66.235,68.915
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,21/11/22,67.880,71.465,68.035,62.395,60.960,55.705,55.115,54.590,51.915,50.165,54.345,72.040,64.305,67.410,71.200,76.450,79.665,78.600,72.800,67.880,47.553,55.095,54.985,57.350,48.052,53.860,50.835,52.050,52.565,56.870,55.505,58.940,55.455,61.855,65.430,67.910,62.325,67.650,73.665,80.460,77.710,82.795,87.185,91.870,89.065,92.255,82.455,78.420
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,22/11/22,76.975,75.960,72.205,76.135,75.895,76.020,71.520,72.470,71.505,72.845,76.120,77.645,71.255,88.010,91.510,102.860,98.970,99.100,91.270,86.985,58.135,62.640,60.970,63.785,55.770,58.490,52.665,51.975,58.070,59.140,59.005,55.130,58.145,63.320,64.245,65.755,62.940,65.630,66.540,69.745,71.290,76.295,78.040,80.430,86.900,81.460,81.370,81.885
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,23/11/22,82.010,71.535,67.475,67.150,62.890,62.175,59.805,59.680,57.215,63.290,68.160,69.795,77.350,82.825,88.885,94.265,94.885,95.425,88.190,80.140,62.000,62.560,57.105,56.355,56.275,54.880,57.355,54.980,54.675,58.340,62.250,61.730,58.060,63.980,69.050,71.500,64.850,62.715,61.920,70.815,74.580,75.175,75.015,79.710,85.075,77.920,77.435,78.565
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,24/11/22,74.490,71.165,69.195,68.845,62.255,58.205,55.625,57.860,57.500,61.635,74.625,74.165,68.785,79.885,89.505,97.935,100.815,95.575,79.135,72.500,60.075,63.900,59.635,53.100,54.305,52.465,55.105,55.775,57.230,61.920,69.120,67.775,61.230,66.335,72.225,67.645,61.440,65.890,69.030,73.805,75.810,75.780,77.125,84.525,89.215,84.700,77.380,80.675
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,25/11/22,80.215,78.400,72.725,69.260,70.350,68.910,69.585,74.010,71.195,75.500,83.610,91.015,84.105,90.775,89.235,89.585,93.780,95.825,96.305,80.300,54.745,52.970,51.495,55.885,51.290,47.229,47.239,45.997,47.738,54.665,68.445,69.380,62.415,67.615,74.975,74.265,60.365,63.430,69.250,70.655,74.355,77.305,83.605,85.785,85.495,93.920,91.375,97.365
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,26/11/22,94.415,93.570,92.665,86.845,80.285,80.940,78.925,79.805,80.070,82.345,90.455,98.230,97.615,93.810,90.875,91.995,95.475,103.000,110.065,100.155,70.005,69.430,66.345,67.995,55.705,54.840,51.000,54.120,55.535,59.455,62.400,63.475,61.060,64.045,66.190,66.835,62.930,70.560,68.625,73.795,77.155,74.450,75.825,80.695,88.290,84.375,84.690,87.290
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,27/11/22,82.030,77.260,76.865,75.350,66.805,60.900,61.950,65.910,65.960,65.505,79.020,81.320,74.230,75.670,81.195,87.335,87.905,93.665,99.530,97.005,67.250,70.060,64.305,61.030,54.665,46.859,49.703,52.040,47.493,50.985,54.720,58.195,55.305,55.680,57.940,60.890,57.720,60.415,59.480,61.000,59.795,59.495,64.860,68.930,68.465,63.215,65.020,61.425
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,28/11/22,61.790,61.945,59.290,59.885,60.195,56.720,51.990,50.235,52.390,61.645,65.030,58.530,60.230,61.815,68.500,76.565,83.805,84.815,83.815,70.765,50.500,52.380,49.941,49.447,45.587,48.640,43.821,42.739,61.935,63.345,64.470,63.590,59.355,56.630,61.020,62.960,60.255,61.070,61.430,66.375,68.585,77.145,76.445,74.650,73.410,64.590,62.205,63.985
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,29/11/22,57.730,58.920,56.245,60.505,56.455,56.760,58.650,56.440,57.175,58.245,62.950,73.245,75.030,81.490,86.790,98.215,97.420,92.450,87.690,79.085,59.770,62.390,58.615,59.430,55.635,60.525,59.655,61.435,57.855,61.210,61.050,66.255,60.050,61.165,66.610,65.695,60.385,66.085,68.070,69.640,68.870,73.095,77.265,76.810,75.185,76.025,70.310,69.200
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,30/11/22,63.985,63.840,67.685,63.645,60.435,56.140,53.150,60.825,58.370,60.395,62.890,78.605,69.050,80.145,87.870,102.135,97.220,93.760,94.645,76.730,54.515,53.235,54.845,58.100,52.710,50.190,51.225,50.095,50.500,59.795,55.900,73.900,66.625,65.880,65.350,68.520,64.135,65.415,70.770,74.480,74.295,74.455,76.435,81.335,78.300,74.510,67.755,69.180
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,01/12/22,69.810,66.995,61.705,58.240,57.175,51.430,51.235,54.515,50.680,51.060,61.185,78.430,71.970,78.170,87.685,94.715,100.700,96.950,88.555,80.365,61.520,61.570,62.990,61.590,58.220,52.845,56.760,56.985,57.650,59.080,61.660,66.055,67.980,74.955,72.455,78.260,73.785,74.200,75.220,76.160,76.940,82.710,83.135,86.860,81.395,79.865,74.040,76.085
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,02/12/22,74.805,79.265,74.630,78.225,69.110,71.415,67.725,67.015,61.305,69.620,77.810,86.895,81.895,85.420,96.045,104.580,106.755,100.350,96.245,80.740,62.240,58.770,63.815,62.375,56.370,56.860,58.500,59.020,54.780,59.795,64.870,68.850,69.730,78.725,79.790,81.370,72.485,75.880,88.120,86.940,95.940,92.390,88.530,81.965,76.755,74.580,79.655,72.185
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,03/12/22,74.395,72.380,73.385,67.635,63.840,65.805,61.730,64.215,62.165,63.030,73.385,74.650,83.285,80.530,79.990,94.405,101.760,111.980,106.495,96.000,66.885,64.935,65.895,67.635,59.245,60.430,63.150,62.700,63.605,74.820,87.815,81.640,68.480,74.640,76.125,76.975,67.440,73.105,79.750,80.060,83.020,82.935,88.790,93.030,89.135,82.200,80.925,77.090
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,04/12/22,84.370,82.970,81.010,82.055,73.200,73.350,75.990,71.600,67.600,66.895,83.540,84.415,92.680,93.830,86.580,91.820,99.025,108.620,111.940,106.265,79.595,77.605,74.195,66.230,64.260,62.045,57.290,59.865,56.430,60.050,64.385,64.975,69.380,70.735,68.445,74.140,63.505,73.030,82.050,84.935,90.965,147.435,141.130,135.450,132.770,121.420,121.440,119.295
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,05/12/22,112.045,116.315,109.295,94.245,89.165,87.790,90.425,91.960,87.455,86.525,115.935,111.300,107.925,120.075,113.980,112.000,120.510,123.305,123.510,106.300,65.165,65.335,64.150,64.720,56.510,53.075,53.165,58.050,62.075,69.795,74.475,77.785,65.320,66.925,70.730,72.165,73.255,80.975,82.855,89.740,89.175,93.120,86.695,93.505,87.285,86.545,78.665,79.815
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,06/12/22,76.965,70.875,74.850,79.260,83.455,82.815,80.490,80.785,81.430,74.995,90.365,96.220,97.750,104.320,103.780,115.785,114.095,112.075,106.630,93.505,68.130,66.075,62.135,66.515,60.470,60.585,65.595,63.605,63.335,67.750,61.490,63.165,62.535,65.155,67.730,68.570,67.025,73.160,75.185,83.165,80.080,77.830,77.655,85.740,81.985,83.595,83.525,83.150
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,07/12/22,81.500,79.280,74.715,79.770,70.950,69.575,71.255,72.145,72.445,72.280,78.645,87.755,91.745,90.730,102.865,112.770,119.445,107.360,108.015,100.360,65.985,66.805,68.410,66.695,65.095,67.175,65.505,64.065,57.350,66.355,67.185,70.080,62.190,64.930,77.040,76.295,66.680,74.530,84.180,83.235,88.605,97.120,84.560,87.005,86.820,88.125,94.245,98.170
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,08/12/22,95.715,96.905,88.415,87.015,86.910,88.810,80.585,81.665,78.645,77.850,84.390,99.165,100.770,103.955,104.760,124.200,126.885,118.730,111.345,103.270,69.985,77.780,76.005,71.890,66.865,72.160,74.475,72.625,59.940,63.420,72.630,77.040,67.955,71.635,78.590,85.795,73.420,80.615,91.605,98.375,103.410,127.770,147.985,141.635,149.405,140.305,152.470,136.085
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,09/12/22,125.855,125.090,132.230,130.585,125.215,119.490,121.850,117.580,117.105,118.310,132.795,124.735,125.315,122.835,126.695,138.370,155.035,154.185,152.425,139.755,78.385,77.650,81.345,74.485,67.225,68.675,75.725,75.285,72.960,81.880,81.270,80.235,73.880,84.605,85.855,87.315,73.455,77.745,81.180,82.895,91.040,96.520,93.110,95.160,100.170,107.975,104.205,112.505
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,10/12/22,115.680,105.365,106.740,105.960,98.180,106.125,97.310,96.585,97.860,93.710,99.065,108.765,112.050,106.980,109.235,124.790,135.830,131.870,141.260,127.220,85.810,81.920,83.780,80.275,67.530,67.845,66.730,71.620,64.510,71.770,70.450,78.990,74.875,79.370,134.765,126.445,73.115,83.340,94.035,100.680,115.365,103.400,101.900,112.165,111.685,116.405,123.515,122.680
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,11/12/22,129.325,118.430,112.085,115.755,107.280,104.690,101.765,97.885,103.575,95.855,114.275,124.815,112.165,120.215,125.465,125.735,145.310,147.885,145.725,135.305,87.490,92.755,96.195,90.665,75.485,71.990,75.110,75.115,69.775,76.590,82.135,79.545,74.580,90.565,93.640,90.620,76.540,94.480,104.760,111.550,107.445,102.590,107.150,103.975,99.100,110.245,101.275,108.165
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,12/12/22,99.590,104.410,106.205,102.385,94.995,95.965,94.195,86.260,90.665,90.475,103.245,102.675,98.720,102.585,106.030,119.880,118.850,119.345,124.580,112.875,79.465,80.225,82.695,72.140,66.425,76.590,71.615,71.150,61.680,69.660,76.895,84.420,76.680,80.885,89.315,85.460,82.530,91.860,95.820,99.085,102.955,108.295,109.900,107.125,105.445,108.545,115.720,106.160
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,13/12/22,105.290,108.230,108.135,103.260,96.845,100.520,102.975,95.865,99.240,98.165,108.505,116.850,110.795,124.285,121.225,121.310,126.635,120.255,121.755,103.410,67.630,68.740,72.300,77.760,62.695,66.540,69.710,64.210,56.055,70.560,75.905,76.285,65.415,81.260,84.295,86.975,78.325,93.075,91.335,99.025,108.595,103.690,106.765,117.105,115.255,110.315,110.500,104.750
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,14/12/22,98.695,98.550,97.075,102.170,95.655,93.415,96.775,93.005,92.050,99.245,95.170,107.665,106.575,107.520,119.665,124.955,124.440,123.725,121.805,104.655,70.180,76.335,82.495,83.170,63.140,61.445,65.295,70.835,62.720,62.580,74.175,71.905,71.950,77.150,82.450,83.395,74.150,85.820,91.015,93.980,89.380,99.005,102.525,102.605,103.425,104.480,105.760,113.630
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,15/12/22,103.630,108.035,107.260,106.350,110.530,100.365,99.005,103.600,93.455,105.600,105.105,118.155,120.800,117.490,128.770,136.215,136.695,142.720,136.190,122.795,77.825,85.250,94.910,93.935,72.425,72.945,83.045,77.320,68.595,76.890,83.405,90.760,75.575,89.445,99.815,95.675,77.610,94.870,96.380,103.995,116.635,119.485,116.135,116.455,111.335,117.845,110.955,109.995
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,16/12/22,111.315,104.565,99.835,106.790,100.330,108.035,103.185,94.000,103.085,98.855,105.890,124.260,109.860,120.525,120.255,119.950,130.675,126.995,124.595,111.565,79.295,80.650,84.435,83.085,66.290,67.045,68.885,65.060,69.705,78.080,87.640,100.045,90.610,99.180,116.820,117.555,76.085,82.615,89.795,98.260,106.290,112.615,105.405,107.345,106.400,102.825,100.880,99.405
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,17/12/22,94.530,98.500,100.340,107.935,116.105,111.290,115.440,109.005,103.015,111.405,118.370,125.165,115.605,116.645,130.330,126.665,140.105,137.560,132.465,122.500,84.540,89.690,83.840,77.050,66.350,69.580,67.990,69.275,64.135,73.370,80.875,81.380,72.450,84.860,98.470,96.175,72.460,91.780,139.195,148.970,146.945,156.320,147.865,140.420,149.840,150.880,140.970,138.280
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,18/12/22,125.640,126.325,132.760,127.685,125.760,116.880,120.800,118.470,116.500,117.245,130.165,128.275,133.145,127.885,132.585,136.700,137.460,148.105,159.775,142.495,90.705,94.090,94.830,83.560,59.175,59.705,66.965,66.930,68.695,75.050,79.740,79.985,76.725,85.535,84.610,84.850,79.385,81.190,81.695,91.930,97.510,95.565,97.365,99.610,101.355,96.190,91.485,83.735
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,19/12/22,87.285,87.135,80.890,75.795,65.980,70.765,68.000,66.970,66.505,67.355,70.780,90.105,85.035,94.605,92.160,97.495,103.015,105.485,110.875,100.770,58.800,59.750,63.840,61.455,48.047,52.950,50.735,52.045,52.270,56.565,58.490,54.180,53.215,58.770,69.190,66.565,54.670,64.910,74.135,75.560,74.870,86.950,93.030,91.435,91.885,82.035,89.280,93.090
