Meter Sequential - Variable Length - CSV kWh - Electricity
Report Date,08/06/2023 00:00
Report Run Date,08/06/2023 09:05
Company Name,GS - Opco Angel 1 Limited
Reporting Set,HH 1200010232050 - K19TB01223
Meters in Reporting Set,1

Company Name,Site Name,Online Meter Name,MPAN,Meter ID,Type,Est,Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,00:00,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,06/10/2022,103.515,102.705,90.435,90.25,88.705,87.455,86.005,91.475,96.075,99.765,102.945,108.23,107.15,109.215,112.945,111.9,117.31,114.475,111.4,106.725,83.63,86.015,88.08,88.27,74.72,75.705,74.31,74.55,74.455,75.27,78.765,79.065,79.12,83.94,91.245,86.055,78.98,81.785,81.25,83.59,83.345,90.745,92.045,91.46,94.845,100.495,98.49,100.48,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,07/10/2022,100.58,97.01,98.87,96.32,90.13,86.72,85.57,83.455,82.615,85.14,93.665,103.71,100.04,104.825,116.405,112.25,120.67,121.07,126.7,118.93,87.235,87.565,82.94,90.16,78.265,79.275,77.435,73.28,72.335,86.85,83.47,77.58,75.08,80.025,79.44,81.47,79.995,86.88,95.365,93.335,96.16,98.59,90.23,92.605,102.64,100.905,100.31,99.79,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,08/10/2022,101.855,100.145,93.38,103.625,101.6,100.05,96.27,95.545,92.495,96.295,103.46,111.1,108.93,103.34,108.73,114.865,112.19,116.485,123.115,122.035,83.93,86.115,79.19,81.38,77.09,77.03,78.455,77.725,78.24,88.085,84.57,80.325,76.485,82.75,84.685,85.52,82.32,88.435,87.595,91.735,95.905,99.92,100.745,105.27,106.83,104.125,100.615,106.56,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,09/10/2022,107.955,104.87,107.22,101.62,103.05,101.905,99.085,100.175,97.06,97.225,105.5,104.575,107.795,113.545,118.995,121.54,120.365,118.4,122.75,129.02,100.845,93.72,90.83,88.26,81.275,78.21,75.905,74.335,72.46,74.1,79.53,80.65,76.895,80.49,89.48,90.785,77.46,77.625,78.45,85.35,88.87,92.89,97.12,92.87,96.13,98.565,99.11,100.24,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,10/10/2022,94.735,96.61,94.405,97.14,94.745,91.6,90.815,89.435,87.025,99.565,99.65,100.94,106.055,119.235,118.905,126.64,129.255,119.39,117.695,117.1,89.895,88.38,89.325,90.755,73.66,73.365,75.115,72.85,69.18,71.975,70.985,72.245,74.03,79.735,81.8,86.01,78.015,76.91,78.685,80.905,79.06,87.915,89.08,94.895,96.11,92.33,93.04,99.1,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,11/10/2022,98.325,98.49,98.84,89.48,90.555,93.95,89.675,87.655,83.06,80.975,93.355,99.045,110.255,118.405,131.815,139.635,138.145,134.53,126.605,120.885,85.575,83.105,82.945,89.42,81.41,89.53,81.425,81.935,78.035,76.97,72.505,71.745,70.255,72.87,76.43,79.02,72.9,75.785,74.985,79.24,78.335,82.985,84.08,89.165,92.26,92.54,89.03,90.315,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,12/10/2022,83.18,81.035,79.81,78.835,77.79,78.255,76.935,77.885,77.675,77.865,83.725,97.425,96.045,105.725,115.575,118.405,121.87,118.755,114.225,107.815,79.47,78.09,80.765,81.105,76.7,71.615,72.85,72.045,72.435,75.065,76.405,79.665,75.45,74.645,77.03,79.43,77.355,79.465,76.62,78.875,84.05,82.655,84.82,87.53,89.44,90.935,88.295,86.38,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,13/10/2022,86.765,85.415,85.355,79.895,81.365,84.575,82.755,77.69,74.885,77.845,87.99,94.3,92.71,96.625,104.185,111.01,115.4,109.26,107.225,105.035,74.365,73.6,74.43,80.37,75.1,74.91,75.63,73.525,69.34,75.515,74.595,77.495,74.46,72.77,74.94,75.89,74.045,76.53,76.19,74.7,75.84,84.64,85.36,81.69,82.745,81.15,88.675,87.445,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,14/10/2022,85.22,88.595,85.34,87.835,80.635,79.46,83.37,79.815,75.59,76.41,86.53,90.365,85.47,90.1,102.145,100.82,108.92,109.445,105.065,100.585,77.905,81.225,84.31,88.445,78.115,70.875,71.81,75.9,79.2,80.955,77.43,76.79,68.635,71.44,80.275,80.64,74.685,77.26,74.38,74.105,79.135,87.065,92.61,89.7,94.85,95.815,97.14,93.345,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,15/10/2022,89.36,93.365,88.825,89.175,91.075,90.545,87.605,78.28,74.735,80.795,89.46,94.44,82.82,83.77,87.765,90.285,96.67,100.07,103.445,95.92,77.48,76.64,74.46,75.32,68.74,75.85,72.5,69.58,66.475,79.57,79.1,73.175,68.41,73.385,75.245,79.755,69.825,72.98,76.63,80.905,78.855,79.645,84.775,90.8,88.17,90.63,96.62,94.865,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,16/10/2022,89.86,96.16,90.635,92.975,92.575,90.515,88.425,90.595,87.14,83.41,94.875,86.405,88.5,93.655,90.055,97.715,103.285,107.595,111.27,112.765,81.555,77.555,79.755,78.545,70.075,68.635,71.575,71.88,68.6,71.715,73.94,70.885,68.51,66.575,71.745,75.175,71.705,76.115,75.015,73.805,74.345,84.71,80.38,84.045,78.5,77.86,73.875,76.285,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,17/10/2022,72.56,70.645,70.645,69.985,63.08,63.69,62.425,65.645,63.42,63.485,79.91,77.79,76.285,79.38,87.375,86.645,87.29,86.385,86.56,92.19,71.015,70.635,67.27,69.84,62.73,62.855,64.145,62.545,58.13,64.01,59.915,63.2,68.63,75.395,75.12,77.14,70.025,74.93,76.125,79.99,79.63,81.295,82.765,87.1,91.11,87.245,83.77,86.225,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,18/10/2022,83.33,80.69,76.86,72.755,68.9,70.33,70.925,72.835,69.745,70.215,84.23,83.71,81.805,86.625,102.06,102.755,101.36,103.085,98.6,94.58,79.18,74.455,72.95,73.815,72.1,71.62,72.73,76.465,67.965,71.385,82.27,74.23,70.285,72.5,76.305,82.86,74.215,75.695,77.79,79.755,83.38,92.005,92.57,97.18,91.335,88.865,88.79,93.565,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,19/10/2022,88.335,81.86,79.71,77.87,75.8,76.935,79.475,77.215,74.745,75.075,83.2,95.15,93.995,102.375,103.86,107.385,104.225,106.495,99.595,94.605,74.21,73.735,76.35,77.305,69.8,67.025,68.505,72.86,67.425,71.46,75.65,72.125,66.255,70.175,69.65,71.175,68.425,73.905,75.8,77.955,78.205,79.83,85.68,99.145,93.32,96.465,95.83,87.41,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,20/10/2022,86.48,86.985,84.525,87.36,81.745,83.56,82.63,84.435,80.48,80.345,88.495,93.105,91.365,95.575,99.565,101.905,108.085,102.35,101.715,99.215,77.44,76.445,77.715,76.07,68.345,72.755,68.96,71.48,70.185,73.26,69.73,73.195,68.32,70.565,70.195,75.485,70.605,72.69,73.06,74.695,77.16,80.32,81.74,82.79,91.49,92.165,87.82,85.415,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,21/10/2022,88.975,81.02,74.65,77.045,72.55,71.245,69.105,70.5,69.54,69.5,80.345,91.89,86.76,87.53,91.535,88.53,92.23,95.665,94.445,92.385,75.865,74.785,77.945,77.655,67.51,69.57,70.99,71.635,72.645,71.775,66.47,71.835,68.385,74.505,75.4,77.89,70.8,72.29,77.41,78.135,80.165,78.345,76.53,82.92,80.91,82.005,85.175,85.45,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,22/10/2022,83.33,81.7,78.195,74.63,71.275,73.09,72.36,72.385,72.61,74.545,73.165,85.77,76.305,82.41,90.74,91.705,97.62,98.67,100.64,100.4,88.845,86.33,80.845,82.96,75.985,75.135,73.32,72.595,69.835,84.39,80.975,78.195,72.045,75.575,70.685,72.215,69.725,76.415,73,74.36,76.385,82.675,86.695,87.28,82.515,84.69,83.55,86.02,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,23/10/2022,77.835,80.47,85.595,86.025,78.83,76.335,74.3,73.805,75.655,74.775,86.065,86.98,89.195,94.885,93.435,95.185,99.91,103.385,98.815,101.43,84.615,89.355,89.775,85.28,68.185,70.47,69.725,75.68,73.905,78.31,69.67,63.795,64,71.875,71.58,73.445,74.095,76.87,82.055,83.165,82.79,83.04,84.135,87.945,89.15,90.075,84.78,87.29,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,24/10/2022,83.06,78.77,82.405,90.42,85.28,83.22,79.66,78.985,79.175,80.055,92.085,95.69,90.445,97.855,99.22,103.875,100.64,101.49,99.56,96.56,75.44,71.395,70.515,74.4,66.5,69.585,72.86,69.995,65.515,73.49,74.3,77.025,69.925,78.31,82.85,83.06,80.05,85.495,90.165,92.41,89.26,88.825,84.835,87.565,91.76,91.625,88.03,84.585,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,25/10/2022,82.985,80.265,76.115,79.13,80.695,81.235,81.095,77.955,78.315,93.045,84.09,89.045,87.945,98.315,102.9,105.12,109.3,112.13,108.445,101.49,78.69,76.98,80.53,81.42,66.45,69.615,66.965,70.505,70.915,72.895,72.905,79.005,67.86,69.72,81.02,74.2,72.705,76.48,79.47,89.495,86.64,96,99.01,105.96,99.57,102.9,103.61,96.2,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,26/10/2022,96.875,93.805,94.6,92.39,85.96,89.965,86.89,85.63,89.62,88.835,91.265,101.075,104.265,101.735,101.66,107.475,104.74,112.06,108.715,109.62,86.4,84.345,80.295,79.89,73.28,71.365,71.77,60.205,73.48,78.495,75.235,79.11,74.47,74.225,78.48,70.85,63.595,56.995,64.205,78.01,64.415,70.185,75.935,74.27,71.45,75.82,75.905,74.205,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,27/10/2022,67.64,67.05,65.87,72.14,64.035,58.145,54.775,55.745,60.725,58.7,63.665,70.69,64.97,70.615,80.7,84.775,88.8,84.525,84.335,84.945,75.405,57.525,53.785,69.755,68.665,74.33,74.45,72.1,72.035,86.2,76.485,77.12,74.135,77.38,78.19,81.425,75.815,78.24,76.13,79.035,80.16,83.145,83.75,89.825,88.63,90.415,88.885,89.695,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,28/10/2022,92.795,93.22,91.075,86.83,81.81,85.875,81.905,83.785,80.32,79.84,86.135,93.89,92.315,104,116.115,106.45,107.75,109.82,106.88,103.395,81.94,77.435,75.86,78.43,67.71,68.785,69.375,66.765,60.33,44.855,51.445,53.55,48.765,69.905,77.715,77.055,52.37,60.085,72.505,85.52,67.065,62.635,61.055,64.34,65.73,70.54,89.32,84.915,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,29/10/2022,63.755,64.3,65.965,63.48,59.59,56.09,56.125,52.16,52.26,53.775,57.725,69.36,69.675,70.215,74.67,82.205,81.05,83.865,93.845,92.345,62.19,64.185,55.31,56.135,43.802,45.248,45.178,45.805,41.587,54.27,49.359,47.584,44.231,48.224,51.205,54.54,50.695,56.12,60.16,59.925,58.03,60.785,62.335,62.735,67.47,62.16,67.015,62.955,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,30/10/2022,67.725,64.8,59.085,60.74,56.805,55.11,54.905,55.635,53.105,53.175,58.15,62.02,65.64,61.22,69.335,71.96,71.5,79.84,90.14,96.81,92.605,95.21,61.58,55.2,51.035,57.26,39.869,40,38.432,40.397,39.623,39.763,41.568,40.986,39.162,43.232,41.031,44.73,40.397,44.787,50.015,50.105,47.036,52.755,56.325,58.12,52.22,47.467,45.536,46.669
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,31/10/2022,44.461,40.967,39.802,43.315,40.397,42.074,42.733,42.272,42.355,44.525,57.97,58,56.59,60.56,59.365,56.685,64.48,67.955,65.635,63.925,44.656,44.621,43.655,42.931,40.659,42.048,40.941,39.315,35.124,34.989,35.54,38.778,38.611,42.144,43.757,47.584,44.173,51.235,52,48.637,57.355,60.2,59.775,55.525,55,49.246,44.928,42.592,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,01/11/2022,44.186,43.501,45.101,42.573,41.863,41.504,42.272,39.437,40.954,43.008,52.84,50.49,53.045,59.035,56.575,62.215,62.19,66.73,62.115,56.97,55.745,70.37,68.45,67.14,60.125,67.065,67.905,69.145,70.48,80.505,63.875,65.655,59.11,51.945,53.29,55.245,52.645,56.3,54.625,76.685,82.81,68.345,68.58,70.33,69.565,71.14,71.92,68.77,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,02/11/2022,64.91,70.265,66.335,65.645,56.105,59.415,57.875,55.995,53.57,52.995,63.275,66.445,62.615,67.205,69.645,77.885,79.695,86.89,83.45,78.505,52.88,52.275,47.541,55.145,47.089,44.442,45.645,49.805,44.915,48.967,49.818,49.088,49.927,52.33,54.145,55.21,47.358,51.245,50.565,54.175,53.79,57.13,61.98,67.42,62.94,59.665,68.935,67.16,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,03/11/2022,64.325,59.6,58.22,56.32,58.2,59.38,55.105,55.17,48.973,51.345,63.2,74.395,67.865,77.05,78.305,99.185,101.6,106.56,109.09,114.975,86.15,91.505,80.47,82.99,78.64,74.81,74.61,78.03,70.58,53.8,57.33,57.195,58.19,78.15,64.165,65.55,60.385,63.775,60.38,61.975,58.255,63.82,60.6,68.635,69.35,72.725,70.845,74.055,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,04/11/2022,73.145,74.83,71.42,63.36,51.42,54.7,55.65,53.69,48.214,47.597,62.995,91.315,86.41,91.51,100.515,97.48,80.325,87.74,107.195,103.405,81.395,77.545,57.2,56.49,50.12,48.239,49.984,52.39,48.673,63.26,54.78,53.24,47.965,54.245,62.715,68.275,54.725,63.505,71.72,75.615,81.43,82.285,78.57,82.395,79.3,79.84,79.08,76.07,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,05/11/2022,79.595,80.635,70.74,75.93,73.09,66.92,63.37,62.81,62.81,59.96,74.38,73.43,68.555,76.725,69.38,75.41,83.99,89.31,83.695,85.37,58.55,52.595,44.81,50.11,44.745,44.986,42.567,44.474,45.754,46.534,60.35,55.525,46.289,51.11,54.455,56.79,51.685,56.785,54.81,56.45,57.76,63.095,63.14,66.34,64.71,69.535,67.01,64.735,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,06/11/2022,61.765,68.02,62.9,64.425,60.2,60.75,55.805,54.595,50.785,51.5,64.15,72.185,66.48,66.98,67.59,72.72,79.47,83.865,84.08,82.365,55.38,57.735,52.895,54.025,46.356,46.195,47.29,47.655,47.456,48.109,47.098,51.68,51.055,54.845,53.84,58.24,52.08,51.785,55.625,58.28,62.155,71.82,75.055,76.305,67.1,70.07,66.9,63.18,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,07/11/2022,62.48,65.125,65.47,60.32,58.575,60.93,57.43,58.895,59.07,67.485,77.88,72.44,67.445,76.17,88.59,81.325,79.535,100.22,86.125,87.72,53.83,69.07,47.644,46.567,38.976,40.032,41.472,42.612,40.685,46.976,50.385,51.985,45.067,49.837,60.925,56.565,53.83,57.93,60.52,62.925,62.42,74.295,78.84,84.555,90.125,91.76,83.085,74.665,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,08/11/2022,79.105,77.795,73.255,68.15,62.96,65.115,62.765,67.225,61.825,62.785,69.17,71.86,71.15,75.725,78.72,86.25,84.8,80.515,74.265,72.41,58.78,54.755,54.995,52.055,44.01,41.901,42.983,43.341,44.026,57.865,51.515,49.788,52,54.035,58.79,62.705,52.555,67.76,81.675,71.61,60.07,67.76,69.725,75.99,74.345,72.94,72.06,75.11,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,09/11/2022,76.235,72.9,73.225,70.58,66.79,67.34,66.915,62.965,52.88,56.345,68.245,78.56,73,73.01,103.68,104.775,88.135,85.405,78.575,75.2,46.312,41.306,42.259,44.832,42.151,44.026,43.392,47.22,39.527,39.68,43.667,37.6,42.899,51.095,58.035,59.225,53.075,56.8,69.245,89.965,77.425,69.9,69.325,76.05,75.265,69.98,74.17,71.705,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,10/11/2022,67.225,65.655,57.895,59.675,49.001,49.037,51.52,51.065,46.164,47.348,58.965,90.6,83.625,71.9,73.245,74.55,81.135,77.16,85.235,77.315,60.245,57.605,54.7,55.985,51.59,51.735,47.268,48.864,52.345,64.49,59.72,57.22,54.67,59.775,61.7,64.79,57.02,58.585,54.98,62.575,62.875,65.06,68.935,71.08,68.23,75.415,69.1,64.75,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,11/11/2022,63.245,60.835,51.58,51.515,50.165,47.464,50.79,50.885,48.956,47.226,55.1,60.31,60.26,68.205,76.62,70.645,74.28,81.54,81.005,76.3,56.095,50.775,50.87,54.785,45.501,45.255,45.555,45.229,41.203,40.692,46.97,59.12,55.055,53.04,67.13,66.62,48.718,52.33,53.35,59.125,61.47,64.115,61.175,65.68,62.825,62.725,59.275,64.72,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,12/11/2022,60.87,61.055,59.18,61.645,54.45,54.92,53.56,52.96,52.665,49.797,57.06,65.945,65.24,67.54,69.25,75.365,68.895,74.79,75.06,75.13,54.565,55.855,55.925,56.94,45.775,42.042,40.397,40.64,44.25,57.455,56.54,49.007,46.029,56.585,54.19,55.27,49.533,57.09,61.595,63.865,63.37,65.44,65.405,70.465,85.075,88.545,95.645,97.04,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,13/11/2022,97.735,75.985,67.16,70.855,65.35,68.195,64.425,63.905,62.835,63.835,72.725,74.105,72.27,77.95,80.295,86.98,94.42,95.215,92.66,92.665,60.025,61.855,55.98,55.8,46.622,44.116,43.373,42.407,40.224,48.973,49.607,50.335,49.723,51.985,55.255,55.445,49.629,55.89,56.87,60.365,63.515,81.19,77.01,75.89,76.86,81.555,74.545,70.04,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,14/11/2022,70.72,68.19,62.035,69.125,61.785,60.735,66.08,67.945,61.4,55.015,67.065,72.315,62.615,69.405,75.045,73.605,76.235,92.875,103.65,101.005,73.07,81.925,81.885,80.53,72.38,70.64,76.645,71.07,70.725,79.75,92.34,83.095,76.755,82.53,86.19,89.235,76.94,84.05,87.295,96.54,91.41,86.95,93.76,98.36,98.645,96.015,90.58,93.765,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,15/11/2022,97.665,91.545,90.405,83.98,83.945,82.445,77.37,78.815,81.33,83.25,101.82,108.045,98.105,99.41,107.17,107.525,103.155,107.995,104.33,105.705,76.89,79.92,78.425,82.71,75.53,72.375,74.195,74.75,75.98,73.82,69.72,72.065,74.655,82.285,86.395,82.445,73.01,82.34,88.305,91.17,92.045,96.215,95.48,101.41,106.265,106.825,99.08,104.745,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,16/11/2022,99.645,100.835,100.97,92.2,87.565,87.12,73.43,75.515,74.045,79.67,94.515,92.33,89.945,91.52,104.84,114.15,115.15,117.285,112.39,108.725,84.545,81.675,81.72,84.925,75.68,75.315,75.895,76.84,71.915,57.975,51.475,54.33,51.375,56.71,58.24,60.355,56.465,57.375,56.67,54.34,58.765,55.055,59.19,63.52,68.5,72.495,72.385,74.085,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,17/11/2022,72.865,73.99,71.955,66.515,60.16,57.87,59.165,65.09,60.58,59.12,63.155,78.33,76.37,79.94,92.995,96.995,93.68,102.13,95.455,88.645,57.255,51.7,51.66,57.465,52.4,50.275,57.175,55.1,50.775,49.3,52.355,57.555,54.685,56.95,60.925,63.015,58.04,63.435,64.365,71.285,73.395,70.02,70.305,75.115,74.365,74.755,71.425,76.425,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,18/11/2022,72.925,68.085,69.945,68.91,69.61,69.22,65.545,65.395,58.705,63.46,66.91,80.035,79.745,81.335,86.39,97.58,100.35,97.165,92.05,90.05,55.17,47.7,47.847,48.32,45.459,41.671,47.277,53.34,50.31,61.755,54.715,56.465,47.812,53.465,55.73,58.335,56.29,57.945,57.465,65.55,65.84,66.33,68.91,68.62,69.505,68.095,73.075,74.785,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,19/11/2022,79.055,69.53,65.835,57.685,55.925,57.565,53.955,55.255,55.43,56.85,63.285,74.56,68.69,72.755,77.13,78.52,76.255,81.31,89.005,80.6,59.17,57.38,54.9,60.115,50.785,56.2,58.44,52.725,46.552,49.063,47.405,48.595,52.6,56.965,65.09,65.495,56.5,64.955,65.62,67.59,65.63,68.315,69.19,74.67,65.97,67.06,67.975,69.3,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,20/11/2022,61.15,62.41,62.11,65.81,59.25,62.565,64.79,62.745,56.64,56.775,65.29,76.905,76.14,78.13,78.945,88.12,93.28,89.815,93.06,88.36,64.75,61.57,57.165,51.4,49.033,50.5,51.52,53.47,48.388,47.725,46.029,48.384,52.05,53.37,52.275,52.055,46.884,51.73,51.915,51.195,51.31,58.69,62.255,64.965,65.505,61.305,66.235,68.915,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,21/11/2022,67.88,71.465,68.035,62.395,60.96,55.705,55.115,54.59,51.915,50.165,54.345,72.04,64.305,67.41,71.2,76.45,79.665,78.6,72.8,67.88,47.553,55.095,54.985,57.35,48.052,53.86,50.835,52.05,52.565,56.87,55.505,58.94,55.455,61.855,65.43,67.91,62.325,67.65,73.665,80.46,77.71,82.795,87.185,91.87,89.065,92.255,82.455,78.42,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,22/11/2022,76.975,75.96,72.205,76.135,75.895,76.02,71.52,72.47,71.505,72.845,76.12,77.645,71.255,88.01,91.51,102.86,98.97,99.1,91.27,86.985,58.135,62.64,60.97,63.785,55.77,58.49,52.665,51.975,58.07,59.14,59.005,55.13,58.145,63.32,64.245,65.755,62.94,65.63,66.54,69.745,71.29,76.295,78.04,80.43,86.9,81.46,81.37,81.885,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,23/11/2022,82.01,71.535,67.475,67.15,62.89,62.175,59.805,59.68,57.215,63.29,68.16,69.795,77.35,82.825,88.885,94.265,94.885,95.425,88.19,80.14,62,62.56,57.105,56.355,56.275,54.88,57.355,54.98,54.675,58.34,62.25,61.73,58.06,63.98,69.05,71.5,64.85,62.715,61.92,70.815,74.58,75.175,75.015,79.71,85.075,77.92,77.435,78.565,,
